"reviewer","date_reviewed","star_rating","message","order_id"
"jkmeehan12","08/26/2019","5","Very cute card! Surprising my boyfriend with this on his first day of his new job - he likes pickles very fitting!!","1495878765"
"alsirard","08/22/2019","5","","1494462661"
"Megan","08/22/2019","4","Really cute and he loved it","1473716225"
"FelixGold","08/17/2019","5","Fantastic art and great quality.","1459768679"
"Jennifer","08/16/2019","5","","1489697243"
"Bruce","08/15/2019","5","","1488700665"
"ERIN","08/12/2019","5","","1477498124"
"Jessica","08/11/2019","5","","1475045518"
"kottonkandyk","08/11/2019","5","Such a cute card! My cousin absolutely loves bubble tea and puns, so this card was perfect for her!","1489121523"
"Chris","08/10/2019","5","","1486942351"
"Morgan","08/10/2019","5","","1477204370"
"Grace","08/08/2019","5","","1486217515"
"Christine","08/08/2019","5","This card was so cute. My husband loves it!","1473551570"
"Aundrea ","08/04/2019","5","","1486343411"
"richardcornish03411","07/31/2019","5","","1474927500"
"Hallie","07/28/2019","5","","1474706510"
"Kayla","07/28/2019","5","This card is perfect! I ordered it to use as part of a bridesmaid invitation for a friend who absolutely loves cats, and this helped make it personal. It looks just as advertised and arrived promptly. I know she's going to love it!","1466212436"
"OhHappyDayCreations","07/26/2019","5","","1475290032"
"Jessica","07/26/2019","5","","1474586436"
"Brooke","07/24/2019","5","","1478309847"
"stacyrenkema","07/23/2019","5","Very cute card, quick shipping!","1474794362"
"ambercordell3","07/23/2019","5","So cute!! Perfect for my friends wedding!","1474943309"
"Bruce","07/19/2019","5","","1478067723"
"asgomez52","07/17/2019","5","","1469449634"
"Emily","07/17/2019","5","Absoluely love it!","1469384779"
"jackisemaan","07/17/2019","5","","1480150923"
"Winnie","07/15/2019","5","","1468431048"
"Rebecca","07/14/2019","5","Cute and unique cards. I will purchase again. Arrived quickly.","1461630574"
"feistypeacenik","07/09/2019","5","","1468912685"
"Nataly","07/08/2019","5","Very cute cards! Thank you.","1468204086"
"nicolegidman1","07/08/2019","5","","1469360582"
"Lisa","07/08/2019","5","","1464624526"
"Brittney","07/03/2019","5","","1474508199"
"Jennifer","07/03/2019","5","","1474071657"
"clairen8490","06/30/2019","5","","1451594733"
"Delia","06/26/2019","5","","1460414330"
"Johnny","06/26/2019","5","Not only does the card look amazing (arrived in perfect condition), but the shop was also super helpful when responding to my questions!","1469469229"
"Krysta","06/25/2019","5","","1459924510"
"Brianna","06/21/2019","5","Super cute bookmark! Fast shipping! Will order again very soon!","1460009408"
"jordanelizabeth326","06/20/2019","5","All the cards are super cute!","1465180863"
"Kathy","06/19/2019","5","awesome card for friends 60th Anniversary.  They loved it","1468534567"
"Aaron","06/17/2019","5","","1445844224"
"dap9900","06/16/2019","5","","1451390867"
"Terin","06/15/2019","5","Soy cute!! Bride and groom will love it!","1458564794"
"Sophie Price","06/11/2019","5","","1440841087"
"Jules","06/11/2019","5","Just as described. Good quality. Would buy from again.","1462182283"
"Jacqueline","06/10/2019","5","i love the cards, the puns make me laugh! card is the perfect size for writing a message to a loved one, and as a bonus the proceeds help make a difference in the world.","1453561190"
"Shannon","06/09/2019","5","Very cute cards! Great quality and shipped fast!","1465792805"
"Katy","06/08/2019","5","","1445404394"
"Katy","06/08/2019","5","","1445404394"
"mightyquie","06/08/2019","5","So cute and came very fast. Just what I was looking for and was exactly as described:)","1465522579"
"Anne","06/07/2019","5","Love this! Perfect gift for my gamer boyfriend!","1463927191"
"Isabella","06/06/2019","5","","1447344750"
"Jess","06/05/2019","5","","1458048390"
"Erin","06/05/2019","5","","1455663609"
"Samantha","06/04/2019","5","","1447650729"
"Alanna","06/03/2019","5","","1455085060"
"Alanna","06/03/2019","5","","1455085060"
"Alanna","06/03/2019","5","","1455085060"
"Alanna","06/03/2019","5","","1455085060"
"Alanna","06/03/2019","5","","1455085060"
"Alanna","06/03/2019","5","","1455085060"
"Katie","06/03/2019","5","Great quality cards, arrived quickly. Will definitely buy from seller again!","1451093112"
"Charlotte","06/03/2019","5","Good idea for a beer lover ! \nSo funny :D","1438341220"
"Ana-Maria","06/02/2019","5","Super cute, got here on time!","1451856192"
"katienguyen","06/02/2019","5","","1455550263"
"Brittany","05/30/2019","5","Im a girl of punny proportions, and this card was cute, adorable, all of that wrapped in one! Thank you💕💕","1455161551"
"ahandwerk1","05/30/2019","5","","1444214596"
"ahandwerk1","05/30/2019","5","","1444214596"
"Steve","05/30/2019","5","Both of these arrived in short order. Well done.","1452963666"
"Katherine","05/27/2019","5","Absolutely adorable and exactly as pictured.","1451822132"
"Katherine","05/27/2019","5","Absolutely adorable and exactly as pictured.","1451822132"
"Jesse","05/20/2019","5","Great quality came quickly, my mom really liked it.","1444239078"
"boocat21","05/18/2019","5","Great card that was so perfect... Thanks.","1446201276"
"boocat21","05/18/2019","5","I love this card and so did my husband.","1446201276"
"Emily","05/18/2019","5","","1445099976"
"Shai","05/17/2019","5","","1449224089"
"Ca-Mara","05/17/2019","5","","1446781146"
"Katy","05/15/2019","5","","1445307676"
"cnmillzy","05/14/2019","5","","1444421074"
"Sailornikole","05/14/2019","5","Super cute and great quality! Can’t wait to use it on the big day for MOH/BM speeches 😍","1442542344"
"Amanda","05/13/2019","5","","1440089773"
"cpuncekar2","05/13/2019","5","","1440878395"
"Amanda","05/13/2019","5","Funny and original wedding card. Well made, good quality","1440385507"
"Katie","05/10/2019","5","Cute Design & Positive Message = best calendar ever <3","1404723162"
"Natalie","05/08/2019","5","","1446693089"
"Maria","05/04/2019","5","","1452108049"
"C","05/03/2019","5","","1454383103"
"Lexi","05/01/2019","5","Love this card and shipped quickly!","1425617725"
"Jo","04/30/2019","5","","1445204945"
"Mariko","04/26/2019","5","","1437850902"
"Stacey","04/24/2019","5","","1443736829"
"dngarza1387","04/23/2019","5","","1440157843"
"MLPetunia","04/19/2019","5","They're awesome and so cute\nThank you!","1431578150"
"Maddie","04/18/2019","5","So cute.. Great quality paper too.","1436785646"
"Hannah","04/15/2019","5","","1431211530"
"Alison","04/14/2019","5","Great seller. Excellent with getting back to me. Fast postage.","1429757492"
"Angelina","04/10/2019","5","","1426298240"
"Darcy ","04/08/2019","5","","1438909819"
"S","04/08/2019","5","","1433317949"
"Moriah","04/06/2019","5","","1436008685"
"kimbermaurer1","04/02/2019","5","","1426250040"
"Rebecca","04/02/2019","5","","1403204127"
"Lexi","04/01/2019","5","","1424737558"
"Clare","03/31/2019","5","","1424289254"
"missalicezhou","03/29/2019","5","Great gift. Made my boyfriend very happy :)","1402195446"
"Carrie","03/26/2019","5","It's exactly how it looks in pictures. Super cute. My daughter is going to love it","1426565632"
"Rhonda","03/25/2019","5","","1434882631"
"Shonnie","03/24/2019","5","","1428522361"
"Sarah","03/23/2019","5","","1405565705"
"Caroline","03/22/2019","5","So cute! Great paper quality.","1432963247"
"Blake","03/21/2019","5","","1424140062"
"Kat","03/19/2019","5","","1430480631"
"Kat","03/19/2019","5","","1430480631"
"Kat","03/19/2019","5","","1430480631"
"Jeannette","03/18/2019","5","Such cute, quality cards!  Thanks for fast shipping and great packaging!","1419799966"
"sarahminice","03/14/2019","5","","1405388746"
"Amy","03/13/2019","5","","1419532086"
"amandawall444","03/10/2019","5","Item arrived quickly and is beautiful. The quality of everything from the colours to the paper are great! Plus I love supporting a great cause!","1422718250"
"Toni","03/09/2019","5","","1414056618"
"Johanna","03/09/2019","5","Adorable! I have this for my office desk and it brightens up my day with the cute graphics and sayings.","1410609391"
"taylornhays","03/09/2019","5","","1427524051"
"kmarieh","03/07/2019","5","Arrived on time and great quality","1413685723"
"Nicole","03/02/2019","5","The cutest card!!","1423593785"
"Patricia","03/01/2019","5","","1416584845"
"jblack5188","02/28/2019","5","Very happy with this card!","1422975317"
"Sophia","02/27/2019","5","","1421091809"
"isabella","02/27/2019","5","","1395167956"
"biketour13","02/24/2019","5","Fun cards!  I definitely recommend this shop.","1421124883"
"biketour13","02/24/2019","5","Fun cards!  I definitely recommend this shop.","1421124883"
"minnie599","02/23/2019","5","My boyfriend loved the card! Thank you so much :)","1421515985"
"Bryna","02/21/2019","5","","1419509653"
"Katie","02/21/2019","5","","1415378894"
"Bani","02/19/2019","5","Arrived quickly and looked exactly how it did in the listing. She loved it!!","1408437786"
"Leslie","02/18/2019","1","Maybe I didnt read all the details but its just a piece of paper.  No frame.  Doesnt seem worth the money for something I could have printed myself.  Came fast.","1412169364"
"angelafowler88","02/18/2019","5","Excellent quality! Arrived quickly!","1420900113"
"Laykan","02/16/2019","5","Such a cute Valentine’s Day card for the hubs!","1405388002"
"Christine","02/15/2019","5","","1409028516"
"Caleigh","02/11/2019","5","Quick shipping. Nice cards! They are as described.","1420381505"
"Amy","02/07/2019","5","Card is corgadorable! Thank you!","1406762618"
"Ava","02/06/2019","5","","1406324646"
"Shelby","02/03/2019","5","","1404887880"
"Sparky56","02/02/2019","5","","1414171893"
"Britt","02/01/2019","5","Adorable card! Great quality! Love it!","1405865872"
"Angela","01/31/2019","5","","1402575232"
"nmodi1","01/30/2019","5","","1397835240"
"Amanda","01/27/2019","5","","1405297075"
"catandmei","01/24/2019","5","","1398470256"
"Karen","01/23/2019","5","Cards are great!  Really well done!  I’d definitely purchase again!","1403833824"
"laurengoodmanson","01/22/2019","5","","1403746846"
"Kevin","01/19/2019","5","V cute","1400347753"
"christinemelanie","01/18/2019","5","","1395263876"
"christinemelanie","01/18/2019","5","Bought these for Christmas gifts. Incredibly cute!","1403637711"
"Angela","01/18/2019","5","","1398703800"
"mathurakanksha","01/13/2019","5","","1399368795"
"Corynn","01/10/2019","5","Super cute!  I love it","1382872374"
"piratepandi","01/07/2019","5","very pretty.  like it a lot","1381124373"
"ericatoo2","01/04/2019","5","","1395017556"
"ClarinetK","01/04/2019","5","","1402302377"
"Tamara","01/01/2019","5","Shipped on time and arrived packed individually very nicely. Such a great little gift at a fabulous price! Adorable designs and nice quality.","1396415957"
"summerkendra","12/31/2018","5","","1400572297"
"J","12/30/2018","5","Arrived on time, item as described, was an appreciated gift.","1396027063"
"Brian","12/28/2018","5","Great card and fast delivery! My love loved it! Thanks so much!","1374139428"
"Isabel","12/27/2018","5","Good quality. Loved it !","1390097650"
"Carly","12/26/2018","5","","1395982135"
"Christina","12/26/2018","5","","1387065770"
"Sarah","12/26/2018","5","Loved these cards! The quality was nice and the blank interior of the cards I ordered allowed me to personalize every message. I can't really comment on shipping time since my order was done during a national postage strike...but when they did arrive they were in perfect condition! My family loved the cute messages on them and the good deed that every card provides.","1376345558"
"Kricket","12/24/2018","5","","1356383781"
"Kacy","12/19/2018","5","","1380857956"
"Kate","12/16/2018","5","","1384392899"
"desireemariewagner1","12/16/2018","5","","1359919752"
"Jodi","12/14/2018","5","","1365544566"
"carmeh","12/14/2018","5","Super cute card!","1355723356"
"Meep","12/13/2018","5","Super cute! Great quality, too! Can't wait to give this to my friend for Valentines day this coming year!","1377929778"
"Rebecca Strang","12/12/2018","5","Awesome card and it arrived on time!","1392273693"
"Carly","12/10/2018","5","This card is so cute and extremely high-quality paper! I can't wait to give it to my husband for our morning wedding!","1386573515"
"coral","12/09/2018","5","","1376384192"
"Rachel","12/08/2018","5","","1383703251"
"Anna","12/08/2018","5","Cute card for a wedding","1355792747"
"Marci","12/05/2018","5","Three cards are so cute!!! Arrived quickly. The cards are a little thinner than I like but still very good quality.","1376917508"
"Dori","12/05/2018","5","","1375421798"
"Dhu","12/04/2018","5","quick shipping and super adorable! great quality too!","1379935520"
"Hillary","11/29/2018","5","Looks great!","1374444069"
"K","11/28/2018","5","Delivered super fast! Thank you","1360739449"
"Danielle","11/28/2018","5","This card is adorable! My cousin loved it and it was unlike any of the other cards she received!","1358125721"
"Alex","11/26/2018","5","Super cute! Looks exactly like the photo","1366738536"
"emmaflanagan343","11/26/2018","5","","1369744228"
"Brooke","11/26/2018","5","","1372825131"
"cheathct","11/24/2018","5","","1378106449"
"Adrienne","11/23/2018","5","","1369544948"
"Craig","11/22/2018","5","","1380642325"
"marastrand26","11/20/2018","5","","1375775883"
"Erica","11/18/2018","5","","1367915211"
"cjm1701","11/14/2018","5","","1372543571"
"Amelia","11/13/2018","5","","1374841703"
"Kayleigh","11/10/2018","5","Nice card, received quickly, many thanks!","1354901584"
"amanda","11/06/2018","5","","1348629532"
"holly","11/05/2018","5","Such a cute bookmark - love it!  Thank you.","1372019125"
"Zoe","11/04/2018","5","","1358336214"
"Julie","11/03/2018","5","","1350605114"
"Britni","10/25/2018","5","So cute! Exactly as pictured. Fast shipping and neatly packaged. Would buy from seller again!","1357436480"
"Kathryne","10/17/2018","5","Fabulous. Card came in perfect shape, which is not always the case when you order cards online. <3 ","1364004113"
"JT","10/12/2018","5","","1363517511"
"Bethany","10/11/2018","5","","1353497090"
"mallory0724","10/09/2018","5","","1351765944"
"Steve Rocco","10/09/2018","5","","1351005014"
"marcodabbraccio","10/05/2018","5","beautiful item and a quick dispatch - many thanks!","1350881366"
"B","10/04/2018","5","","1355652765"
"Miranda","09/24/2018","5","","1348112218"
"joannacorey","09/24/2018","5","It was just what I wanted. ","1355503865"
"Jessie","09/23/2018","5","","1347911519"
"fatcow","09/21/2018","5","","1349178086"
"FashionIsMyPassion","09/14/2018","5","","1351428567"
"mpamplin1","09/10/2018","5","what a great cause ! loved these cards","1325771019"
"adgatea","09/08/2018","5","Look beautiful and came on time!","1344607215"
"swbrady11","09/07/2018","5","","1321345579"
"Stacie","09/05/2018","5","","1341764736"
"kosmoetsy","08/31/2018","5","Nice quality paper stock and arrived quickly.","1341780367"
"Emily","08/25/2018","5","Card came in a few days and is seriously the cutest card I’ve ever bought! Thank you :)","1350801081"
"Owen","08/24/2018","5","","1333603408"
"Brianne","08/22/2018","5","","1335743810"
"Inactive Etsy Member","08/17/2018","4","Cute card but you can tell it was printed by someone. I think a glossy layer will make it look more premium. I do like the card it’s cute.","1342184381"
"Chels","08/17/2018","5","","1325833485"
"pixiestarmiles","08/14/2018","5","","1335476239"
"Grant","08/14/2018","4","Solid. Works how I need it to and is adorable","1327650472"
"Lisa","08/12/2018","5","","1343951157"
"Misty","08/10/2018","5","This item is too cute! It was shipped extremely quickly and was exactly as pictured. I will happily reorder again.","1335554013"
"pogostemon","08/04/2018","5","I love this card so much","1339658045"
"Chris","08/02/2018","5","Well made card, very nice 😊","1314917687"
"henley","08/01/2018","5","","1333713957"
"Jennifer","07/29/2018","5","I adore all three cards - they shipped quickly too & delighted the receipants! Thank you kindly","1330390961"
"empyrealhare","07/27/2018","5","Love the pun 😊","1335387617"
"Amanda","07/23/2018","5","These are super cute!! WIll purchase cards from here in the future","1330701823"
"Danielle","07/19/2018","5","","1319654475"
"Victoria","07/18/2018","5","so cute - looks exactly like picture. will buy from here again.","1327304856"
"Kristin","07/16/2018","5","","1311542870"
"Shanah","07/16/2018","5","Love the card. Excited to give it to the lovely bride and groom","1335505457"
"JT","07/11/2018","5","","1326359598"
"insidemyshadow","07/06/2018","5","The respective fathers who received these cards for Father’s Day loved them! Thank you!!","1314662594"
"Christina","07/06/2018","5","","1318959986"
"Lisa","06/26/2018","5","","1315481828"
"tdiana89","06/22/2018","5","","1307732616"
"L","06/20/2018","5","Very cute card and it shipped quickly. ","1317401766"
"tikai","06/19/2018","5","It was beautiful, thank you!!","1312084088"
"Jennie","06/18/2018","5","Great quality and super cute! Love it!","1312318874"
"klachvayder","06/17/2018","5","Another great card!!","1315246378"
"Jemma","06/15/2018","5","","1307014626"
"Lauren","06/13/2018","5","","1322787541"
"Lauren","06/13/2018","5","","1322787541"
"ktanderson88","06/05/2018","5","","1300178776"
"Audrey","06/04/2018","5","It is perfect and i got it really fast! Thanks 😊","1314988944"
"Elizabeth","05/31/2018","5","","1315598649"
"Ewa","05/28/2018","5","","1309039632"
"Maria","05/25/2018","5","","1310749308"
"klachvayder","05/22/2018","5","Perfect as usual I have bought many from this company! Quick delivery and always exactly what I wanted!","1306160850"
"raebraaten","05/14/2018","5","","1313299843"
"Tara","05/09/2018","5","","1312009215"
"laurabhopkins","05/08/2018","5","","1313639739"
"Stephanie","04/29/2018","5","","1297379954"
"Lilly","04/24/2018","5","It was just perfect! ","1301081669"
"Britney","04/18/2018","5","","1299435288"
"Linnea","04/16/2018","5","Sweet card! Arrived on time.","1290530844"
"barnettashley48","04/15/2018","5","","1293508692"
"Chantal","04/13/2018","5","","1276605374"
"L.","04/12/2018","5","","1305222557"
"Tammy","04/03/2018","5","This fun card will brighten someone's day!","1272907378"
"jacidward","04/01/2018","5","","1279507366"
"Rachel","04/01/2018","5","","1289902614"
"Rachel","04/01/2018","5","","1289902614"
"Rachel","04/01/2018","5","","1289902614"
"mitchers818","03/29/2018","5","","1294239963"
"juliaeahrens","03/26/2018","5","","1275499954"
"Jill","03/25/2018","5","The cards are amazing!!! So happy I found this shop! Will for sure be reordering","1285621728"
"Jill","03/25/2018","5","","1285621728"
"Elda","03/13/2018","5","","1292320025"
"natesmamad","03/13/2018","5","These bookmarks are just the niftiest little things. My grandchildren are fascinated by them and enjoy reading even more just so they can change the mark. Well made and seemingly durable.","1280053057"
"natesmamad","03/13/2018","5","These bookmarks are just the niftiest little things.  My grandchildren are fascinated by them and enjoy reading even more just so they can change the mark.  Well made and seemingly durable.","1280053057"
"Shayna","03/09/2018","5","","1291274917"
"Lorin","03/09/2018","5","","1275617536"
"Lorin","03/09/2018","5","","1275617536"
"Ashley","03/04/2018","5","Item as described! Shipped quickly.","1291230691"
"bandbgianni","02/28/2018","5","Loved finding a card so appropriate for my husband.  Much to his disgust he had to find ways to protect his vegetable and flower garden from deer meandering around our property.  Was nicely packaged and shipped on time.","1275870072"
"swebberwvu06","02/27/2018","5","","1275064756"
"Megan","02/27/2018","5","","1279288664"
"Megan","02/26/2018","5","Super cute card! Fast delivery.","1289608745"
"KS","02/21/2018","5","","1277543256"
"jdrows","02/17/2018","5","","1275541164"
"Angela","02/16/2018","5","","1283968451"
"klachvayder","02/14/2018","5","Great! Super cute! Shipped quickly","1276169116"
"klachvayder","02/14/2018","5","Amazing quality! Cute fun just like the pictures","1276168890"
"klachvayder","02/14/2018","5","Great quality just like the pictures!","1276168890"
"Jessica","02/13/2018","5","My boyfriend loved the card!","1284227423"
"jennat","02/13/2018","5","","1286482395"
"Stacey","02/13/2018","5","","1276112290"
"Stacey","02/13/2018","5","","1276112290"
"Michelle","02/13/2018","5","","1270797000"
"Amy","02/12/2018","5","","1283526959"
"Allan","02/11/2018","5","They are perfect. Exactly as I thought they would be. Cheers!","1276051940"
"Kat","02/09/2018","5","Super cute, quality.","1283802345"
"laurasaporito11","02/09/2018","5","","1280697861"
"Danielle","02/09/2018","5","Really cute, perfect for smaller books","1261445442"
"Chels","02/03/2018","5","","1274314704"
"Sany2","02/02/2018","5","Sehr schönes Motiv. Gute Qualität. Aber etwas kleiner als gedacht. ","1271347822"
"Sany2","02/02/2018","5","Sehr schönes Motiv. Gute Qualität. Aber etwas kleiner als gedacht. ","1271347822"
"Kayla","01/30/2018","4","Love it! Arrived really quickly and the quality is great.","1273358428"
"Kayla","01/30/2018","4","I ordered 2 cards, and they arrived super quickly! They’re adorable and I like the quality.","1273358428"
"Christian","01/14/2018","5","","1270601007"
"Deliliah","01/13/2018","5","Love this ❤️","1265782274"
"christinembowles","01/12/2018","5","","1264167147"
"Valerie","01/10/2018","5","Such a great bookmark and makes a great gift for bookworms!","1261576133"
"Valerie","01/10/2018","5","It was the perfect card - my friend loved it! This will be my go-to card shop! Thank you!","1261576133"
"Valerie","01/10/2018","5","Its perfect. Love it! Great service, quality product - I cant wait to shop here again!","1261576133"
"ecaputox1","01/02/2018","5","Really cute page magnet and it actually works no more folding the page or bookmarks that fall out","1252208346"
"Danica","01/02/2018","5","This was a gift for my mom and she loved it! Super cute and made very well.","1258566180"
"Danica","01/02/2018","5","Cutest bookmark!  Very sturdy and made well.","1258566180"
"brittanniecochrane","12/27/2017","5","Exactly at pictured, came in perfect condition!","1245998938"
"nourajouz91","12/23/2017","5","","1263559703"
"Mary Beth","12/10/2017","5","this is a fun gift, arrived super fast","1261552723"
"Mary Beth","12/10/2017","5","gift for my son, fast shipping item is great","1261552723"
"Mary Beth","12/10/2017","5","my daughter will love this, fast shipping","1261552723"
"Mary Beth","12/10/2017","5","excellent and arrived quickly. great gift item","1261552723"
"Mary Beth","12/10/2017","5","great, will be giving as a gift","1261552723"
"Lindsey","12/07/2017","5","Can't wait to give this to my corgi-loving little sister! :) ","1256400541"
"Jacqueline","12/01/2017","5","","1243757380"
"Jordan","11/29/2017","5","She loved the card, thanks!","1242921366"
"olivia","10/12/2017","5","","1238233489"
"Vanessa","09/24/2017","5","Aw3some card and quality!","1217089374"
"Amy","09/17/2017","5","","1228917365"
"Karen","07/25/2017","5","","1216903213"
"Karen","07/25/2017","5","","1216903213"
"Karen","07/25/2017","5","","1216903213"
"Katie","07/09/2017","5","","1210715805"
"zacharama","06/08/2017","5","","1192829731"
"Jessica","06/05/2017","5","Beautiful card - perfect for gift!","1195371186"
"Peter","05/23/2017","5","Item as described. Excellent quality. Fast delivery. Thank you!","1195152180"
"Ray","12/29/2016","5","Lovely card and great quality!! <3 I also adore the artwork and that cute pastell background <3","1150284100"
"call3154","04/21/2016","5","Love this Poster!!!!","1079007665"
"jolenegrusewski","03/29/2016","5","Cannot wait to use this, great quality.","1075141550"
"Binny","03/11/2016","5","","1076431509"
"Binny","03/11/2016","5","","1076431509"
"Binny","03/11/2016","5","","1076431509"
"Binny","03/11/2016","5","","1076431509"
"Binny","03/11/2016","5","","1076431509"
"Kyla","02/28/2016","5","","1077147913"
"Kyla","02/28/2016","5","","1077147913"
"Kyla","02/28/2016","5","","1077147913"
"Kyla","02/28/2016","5","","1077147913"
"Kyla","02/28/2016","5","","1077147913"
"Binny","02/19/2016","5","","1076431509"
"Danielle","12/16/2015","5","","1054360372"
"Michelle","12/06/2015","5","Soooooo  adorable and super fast shipping!!  Perfect for the upcoming holidays. I was so happy with the product I received and it feels good knowing my purchase helped someone in need. ","1057820487"
"snadiab","12/02/2015","4","Cute card, was as described.  Didn't arrive in time for the wedding I needed it for, but still arrived pretty quickly.  Will save for the right occasion.  Would buy from again.","1046219297"
"robincampbell814","11/02/2015","5","Cute Graphic print Recommend seller","1043847849"
"Myra","10/17/2015","5","Quick shipping! Love these cards!","1043481466"
"Holly","10/14/2015","5","Such a cute card. Came packaged very securely and arrived fast. Love it.","1045274695"
"Tamsen","09/20/2015","5","","1038036608"
"donnaorlando2","09/17/2015","5","Love my new prints and they look great in my kitchen! Great seller","1033650452"
"Vilhelm","08/30/2015","5","","1033170162"
"Vilhelm","08/30/2015","5","","1033170162"
"Vilhelm","08/30/2015","5","","1033170162"
"naversascribbles","08/29/2015","5","","1033487633"
"naversascribbles","08/29/2015","5","","1033487633"
"zgirl","08/29/2015","5","","1030716812"
"Myra","08/21/2015","5","","1034508835"
"Myra","08/21/2015","5","","1034508835"
"Myra","08/21/2015","5","","1034508835"
"Christine","08/05/2015","5","","1028653990"
"Johanna","08/04/2015","5","","1025537101"
"bellafusion","11/30/2014","5","Love this print!! Highly recommend!","166637256"
"Lindsey","11/25/2014","5","Looks great on my ""quote wall""","166715398"
"Karen","08/03/2014","5","Arrived quickly. Good quality, looks great in my room, love it !! thanks","150514724"
